"Nome";"País";"Posição";"Clube";"Idade";"Salário";"Valor Venda";"Melhor Classificação";"Melhor Classificação Potencial";"ID Único"
"Guilherme";"Brasil";"Def/Ala E";"Bahia de Feira";"22";"50";"0";"58.6% (DL)";"68.7% (DL)";"2000164185"
"Guilherme";"Brasil";"PL";"América (RN)";"19";"50";"0";"43.5% (PLR)";"55.8% (PLR)";"2000175894"
"Guilherme";"Brasil";"GR";"Maracanã";"29";"70";"0";"55.5% (GR)";"58.2% (GR)";"2002052246"
"Guilherme";"Brasil";"PL";"Águia Negra";"31";"50";"0";"47.0% (PLR)";"49.5% (PLR)";"2002052525"
"Guilherme";"Brasil";"Def E";"Atlético Goianiense";"21";"280";"5.620";"65.7% (DL)";"66.7% (DL)";"2002052781"
"Guilherme";"Brasil";"PL";"Berga EC";"15";"40";"0";"52.6% (PLR)";"54.1% (PLR)";"2002129543"
"Guilherme";"Brasil";"PL";"VF4";"16";"0";"0";"59.0% (PLR)";"67.6% (PLR)";"2002129590"
"Guilherme";"Brasil";"GR";"Grêmio Maringá";"16";"210";"0";"54.9% (GR)";"55.7% (GR)";"2002130271"
"Guilherme";"Brasil";"MD";"Santos";"16";"30";"0";"48.9% (M)";"60.5% (MD)";"2002156628"
"Guilherme";"Brasil";"MA DC, Av C";"Athletico Paranaense";"16";"40";"0";"53.2% (PLR)";"56.8% (PLR)";"2002156839"
"Guilherme";"Brasil / Itália";"MA DC";"Sampaio Corrêa";"16";"40";"0";"47.1% (Pnt)";"65.7% (Pnt)";"2002157545"
"Guilherme";"Brasil";"MA DE";"Vila Nova (GO)";"16";"30";"73.560";"55.5% (Pnt)";"78.0% (Pnt)";"2002157714"
"Guilherme";"Brasil";"MA C";"Caxias";"16";"30";"0";"43.2% (MA)";"64.1% (MA)";"2002157733"
"Guilherme";"Brasil";"Def/M E";"Ypiranga (RS)";"16";"40";"0";"44.0% (Pnt)";"68.3% (Pnt)";"2002158017"
"Guilherme";"Brasil / Itália";"MD, M DC";"Concórdia";"16";"40";"0";"41.7% (Pnt)";"55.9% (Pnt)";"2002158505"
"Guilherme";"Brasil";"MD";"CSE";"16";"40";"0";"46.3% (MD)";"67.4% (MD)";"2002158568"
"Guilherme";"Brasil";"GR";"Trem";"16";"30";"0";"51.6% (GR)";"70.7% (GR)";"2002158805"
"Guilherme";"Brasil";"MA C";"Icasa";"16";"30";"2.140";"50.5% (M)";"68.6% (MA)";"2002159156"
"Guilherme";"Brasil";"Def EC, MD";"Castanhal";"16";"30";"0";"50.0% (DL)";"72.7% (DL)";"2002159507"
"Guilherme";"Brasil";"MA EC";"Atlético Sorocaba";"16";"30";"0";"52.3% (MA)";"72.8% (MA)";"2002159580"
"Guilherme";"Brasil";"MA D, PL";"Canedense";"16";"30";"0";"45.8% (Pnt)";"68.5% (Pnt)";"2002159920"
"Guilherme";"Brasil";"MA C";"Nova Mutum";"16";"30";"0";"45.2% (M)";"53.3% (M)";"2002160087"
"Guilherme";"Brasil / Portugal";"MA DC";"Jequié";"16";"30";"0";"43.6% (Pnt)";"61.9% (Pnt)";"2002160315"
"Guilherme";"Brasil / Hong Kong (RP China)";"Def EC, MD";"Formosa";"16";"40";"0";"42.3% (DC)";"66.5% (DC)";"2002160436"
"Guilherme";"Brasil";"Def C, MD";"Porto (SC)";"16";"30";"0";"45.5% (DC)";"64.2% (DC)";"2002161382"
"Guilherme";"Brasil / Portugal";"MD";"Santa Cruz (RJ)";"16";"30";"0";"40.7% (M)";"62.1% (M)";"2002161545"
"Guilherme";"Brasil";"MA C";"Caeté";"16";"30";"0";"45.7% (MA)";"69.7% (MA)";"2002161604"
"Guilherme";"Brasil";"MA D, PL";"Gramadense";"16";"30";"0";"40.1% (PLR)";"67.5% (PLR)";"2002161774"
"Guilherme";"Brasil / Itália";"Def/Ala D";"-";"16";"0";"0";"47.0% (DL)";"63.3% (DL)";"2002162322"
"Guilherme Adão";"Brasil";"MD";"Caldense";"21";"50";"0";"47.9% (M)";"52.8% (M)";"2002052630"
"Guilherme Adolfo";"Brasil";"MD";"Comercial (SP)";"32";"50";"0";"60.9% (MD)";"61.5% (MD)";"2000134798"
"Guilherme Amaral";"Brasil";"MA C";"Baré";"19";"140";"0";"62.3% (MA)";"71.0% (MA)";"2000205690"
"Guilherme Amorim";"Brasil";"MD";"Mixto (MT)";"31";"320";"110";"63.5% (MD)";"65.4% (MD)";"19226638"
"Guilherme Appel";"Brasil / Itália";"PL";"Marburg";"35";"310";"620";"63.6% (PLR)";"63.6% (PLR)";"89073187"
"Guilherme Arana";"Brasil";"Def/Ala/M E";"Atlético Mineiro";"27";"29.090";"36.721.520";"79.9% (DL)";"81.4% (DL)";"19232508"
"Guilherme Araújo";"Brasil";"Def/Ala D";"Boca Júnior (SE)";"23";"380";"0";"61.9% (DL)";"65.3% (DL)";"2000231002"
"Guilherme Assis";"Brasil";"MD";"Elite (RS)";"21";"180";"0";"51.9% (MD)";"60.3% (MD)";"2000085284"
"Guilherme Assis";"Brasil";"Def/Ala D";"CRAC";"23";"300";"1.600";"63.6% (DL)";"68.9% (DL)";"2000088366"
"Guilherme Augusto";"Brasil / Áustria";"MA EC, Av C";"Chapecoense";"16";"30";"29.530";"56.2% (PLR)";"82.7% (PLR)";"2002157060"
"Guilherme Augusto";"Brasil / Itália";"Def/Ala/M E";"Atlético Amazonense";"16";"40";"0";"42.3% (DL)";"69.6% (DL)";"2002161353"
"Guilherme Bala";"Brasil";"MA DE, PL";"Shabab Al-Ahli";"23";"27.620";"10.795.720";"67.2% (Pnt)";"74.1% (Pnt)";"19398912"
"Guilherme Barbosa";"Brasil";"MA/Av C";"-";"24";"0";"0";"59.1% (PLR)";"71.8% (PLR)";"19368492"
"Guilherme Barbosa";"Brasil / Portugal";"Def/Ala/MA E";"Sete de Setembro";"24";"180";"0";"61.0% (DL)";"62.5% (DL)";"2000008316"
"Guilherme Barreto";"Brasil";"Def C";"Sousa";"25";"670";"0";"61.5% (DC)";"62.3% (DC)";"19380232"
"Guilherme Batata";"Brasil";"Def EC, MD";"Al-Rams";"32";"12.730";"87.320";"65.4% (DL)";"66.1% (DL)";"19069589"
"Guilherme Bazilio";"Brasil";"MD";"Goytacaz";"24";"370";"0";"63.2% (M)";"63.2% (M)";"2000026420"
"Guilherme Beléa";"Brasil";"MA DEC";"Grêmio Prudente";"23";"350";"300";"63.2% (Pnt)";"71.0% (Pnt)";"2000081002"
"Guilherme Bem-te-Vi";"Brasil";"MD, MA C";"Vitória da Conquista";"21";"370";"590";"63.4% (M)";"67.0% (M)";"2002100187"
"Guilherme Bernadino";"Brasil";"Def C";"Santa Cruz de Natal";"22";"50";"0";"59.1% (DC)";"68.2% (DC)";"2000139196"
"Guilherme Biro";"Brasil";"Def/Ala/MA E";"Austin FC";"24";"2.690";"1.770.570";"73.3% (DL)";"75.9% (DL)";"19411234"
"Guilherme Biro";"Brasil";"MA DEC";"Sharjah";"20";"18.210";"14.799.450";"72.9% (Pnt)";"81.6% (Pnt)";"2000073857"
"Guilherme Biteco";"Brasil";"MA C";"Rangers (HKG)";"30";"1.810";"20.510";"64.1% (PLR)";"67.4% (PLR)";"19166270"
"Guilherme Boer";"Brasil";"GR";"Flamengo (SP)";"25";"300";"0";"68.7% (GR)";"70.7% (GR)";"19333182"
"Guilherme Borges";"Brasil";"Def/Ala D";"Independente (PA)";"26";"50";"0";"65.4% (DL)";"68.8% (DL)";"19261526"
"Guilherme Borges";"Brasil";"MD";"ASA";"25";"530";"360";"63.0% (MD)";"69.5% (MD)";"19338210"
"Guilherme Borges";"Brasil / Portugal";"GR";"Cascais";"23";"0";"0";"68.5% (GR)";"70.5% (GR)";"2000128129"
"Guilherme Braian";"Brasil";"MA/Av C";"Igrejinha";"21";"220";"0";"61.7% (PLR)";"68.0% (PLR)";"2000132556"
"Guilherme Brasileiro";"Brasil";"MA E, PL";"Paragominas";"23";"400";"0";"67.1% (PLR)";"70.7% (PLR)";"19399877"
"Guilherme Brunelli";"Brasil";"MA/Av C";"-";"22";"0";"0";"53.8% (PLR)";"71.6% (PLR)";"2000132574"
"Guilherme Cabo";"Brasil";"GR";"Madureira";"22";"240";"11.090";"66.0% (GR)";"68.7% (GR)";"2000241751"
"Guilherme Cachoeira";"Brasil";"MA E";"Atlético Cearense";"22";"50";"0";"63.4% (Pnt)";"70.9% (Pnt)";"19375660"
"Guilherme Café";"Brasil";"Def DC";"Jaraguá (GO)";"27";"460";"0";"61.9% (DC)";"67.3% (DC)";"19328201"
"Guilherme Campos";"Brasil / Portugal";"Def C, MD";"Louletano";"29";"1.280";"1.190";"66.5% (DC)";"67.4% (DC)";"83136163"
"Guilherme Carneiro";"Brasil";"MD";"Uberlândia";"24";"50";"0";"62.8% (M)";"66.3% (M)";"2000139021"
"Guilherme Castilho";"Brasil";"MD";"FC Juárez";"25";"16.870";"216.040";"73.2% (DL)";"74.3% (DL)";"19362981"
"Guilherme Castro";"Brasil";"MA DEC";"Gyeongnam";"29";"1.540";"5.540";"65.7% (Pnt)";"70.9% (Pnt)";"19225764"
"Guilherme Cioletti";"Brasil / Itália";"GR";"Passo Fundo";"30";"300";"0";"61.7% (GR)";"63.9% (GR)";"83215532"
"Guilherme Conte";"Brasil";"MD";"Inter SM";"24";"370";"0";"60.7% (M)";"64.8% (M)";"19368702"
"Guilherme Cordeiro";"Brasil";"PL";"Pedras Rubras";"26";"50";"0";"66.3% (PLR)";"66.3% (PLR)";"2000022827"
"Guilherme Dal Pian";"Brasil";"Def/Ala/M E";"Ferroviário (CE)";"25";"290";"350";"64.4% (DL)";"67.0% (DL)";"2000084410"
"Guilherme Dias";"Brasil";"PL";"Jacuipense";"25";"400";"15.380";"62.4% (PLR)";"63.4% (PLR)";"19351958"
"Guilherme Dias";"Brasil";"MA C";"Ferroviária (SP)";"20";"50";"0";"55.9% (MA)";"67.0% (MA)";"2000089019"
"Guilherme Dias";"Brasil";"GR";"Vitória";"19";"50";"0";"55.4% (GR)";"71.7% (GR)";"2002098709"
"Guilherme Dourado";"Brasil";"MA C";"Goiás";"20";"250";"17.270";"59.9% (MA)";"61.6% (MA)";"2002052691"
"Guilherme Eiras";"Brasil";"GR";"Riachão (SE)";"31";"50";"0";"48.7% (GR)";"49.8% (GR)";"2002052056"
"Guilherme Eller";"Brasil";"MD";"KF Tirana";"25";"3.080";"2.830";"61.2% (DL)";"62.8% (DL)";"19286317"
"Guilherme Eloy";"Brasil";"Def C";"Nova Mutum";"26";"50";"0";"57.9% (DC)";"58.5% (DC)";"2002052763"
"Guilherme Estrella";"Brasil";"MA/Av C";"Vasco";"18";"50";"2.140";"62.3% (PLR)";"75.0% (PLR)";"2000218963"
"Guilherme Eulalio";"Brasil";"M C";"América de Propriá";"24";"380";"0";"63.8% (M)";"65.6% (M)";"19370458"
"Guilherme Eulálio";"Brasil";"MD";"Laranja Mecânica";"27";"210";"310";"59.8% (M)";"65.6% (M)";"19328798"
"Guilherme Ferreira";"Brasil";"Def/Ala E";"Parnahyba";"26";"380";"0";"65.8% (DL)";"71.2% (DL)";"19403197"
"Guilherme Ferreira";"Brasil";"Def C";"Wydad Casablanca";"24";"130";"142.830";"64.7% (DC)";"66.9% (DC)";"2000124082"
"Guilherme Fumaça";"Brasil";"MA DC";"São Paulo";"18";"1.000";"414.080";"61.2% (Pnt)";"74.7% (Pnt)";"2000218543"
"Guilherme Gallegos";"Brasil";"MD";"São Raimundo (PA)";"23";"370";"0";"60.5% (M)";"66.4% (M)";"19408823"
"Guilherme Gama";"Brasil";"Def C";"Corinthians";"18";"830";"173.630";"59.1% (DC)";"66.5% (DC)";"2002098657"
"Guilherme Garré";"Brasil";"MA C";"Atlético Tubarão";"31";"690";"7.590";"67.2% (MA)";"68.8% (MA)";"19191296"
"Guilherme Garutti";"Brasil";"Def C";"FC Arges";"30";"1.220";"159.970";"66.8% (DC)";"67.7% (DC)";"19266224"
"Guilherme Gasperin";"Brasil";"Def C";"Duque de Caxias";"25";"150";"0";"61.3% (DC)";"63.5% (DC)";"19379377"
"Guilherme Guedes";"Brasil";"Def/Ala E";"Retrô";"25";"1.710";"3.250";"68.3% (DL)";"73.1% (DL)";"19352203"
"Guilherme Guimarães";"Brasil";"GR";"União Rondonópolis";"28";"250";"3.110";"70.1% (GR)";"71.9% (GR)";"83230687"
"Guilherme Henrique";"Brasil";"Def/Ala E";"Foz do Iguaçu";"25";"500";"0";"62.2% (DL)";"62.7% (DL)";"19328202"
"Guilherme Henrique";"Brasil";"Def/Ala/M E";"Brasiliense";"16";"40";"0";"41.5% (Pnt)";"60.9% (Pnt)";"2002157229"
"Guilherme Henrique";"Brasil";"GR";"Botafogo (SP)";"16";"30";"0";"42.9% (GR)";"66.5% (GR)";"2002157322"
"Guilherme Henrique";"Brasil";"Def E";"Itabaiana";"16";"30";"0";"51.9% (DL)";"73.7% (DL)";"2002158048"
"Guilherme Henrique";"Brasil";"MA/Av C";"Hermann Aichinger";"16";"30";"0";"46.5% (PLR)";"71.4% (PLR)";"2002159593"
"Guilherme Henrique";"Brasil";"MA EC";"CEFAT";"16";"40";"0";"45.8% (Pnt)";"55.0% (Pnt)";"2002161539"
"Guilherme Higino";"Brasil / Portugal";"GR";"Ferroviária (SP)";"27";"140";"0";"67.3% (GR)";"70.0% (GR)";"83210880"
"Guilherme Humberto";"Brasil / Polônia ";"GR";"FC Marau";"16";"30";"0";"40.8% (GR)";"67.1% (GR)";"2002160863"
"Guilherme Inácio";"Brasil";"Def C";"Vitória";"18";"50";"0";"57.2% (DC)";"60.6% (DC)";"2002099520"
"Guilherme Junior";"Brasil";"MA C";"Serra";"29";"560";"0";"63.7% (MA)";"68.8% (MA)";"2000115193"
"Guilherme Lacerda";"Brasil / Itália";"Def C";"FC Cascavel";"24";"360";"3.180";"64.8% (DC)";"69.4% (DC)";"19411257"
"Guilherme Lazaroni";"Brasil";"Def/Ala E";"Barra (SC)";"32";"790";"10.880";"65.9% (DL)";"66.3% (DL)";"19153004"
"Guilherme Leal";"Brasil";"MD";"São Paulo Crystal";"26";"330";"0";"62.0% (M)";"66.0% (M)";"19299024"
"Guilherme Lima";"Brasil";"Def C";"São José (SP)";"23";"380";"0";"65.0% (DC)";"67.2% (DC)";"2000134979"
"Guilherme Lucena";"Brasil";"Def/Ala/MA D";"Treze";"30";"220";"0";"61.0% (DL)";"67.2% (DL)";"19249872"
"Guilherme Madruga";"Brasil";"MD";"Shandong";"24";"4.440";"781.810";"64.9% (MD)";"70.1% (MD)";"2000031863"
"Guilherme Malheiro";"Brasil";"MD";"São Carlos";"20";"50";"0";"57.6% (M)";"65.4% (M)";"2000089021"
"Guilherme Mantuan";"Brasil / Itália";"Def/Ala D, M C";"Caxias";"27";"1.000";"28.150";"68.3% (DL)";"73.3% (DL)";"19250579"
"Guilherme Maranhão";"Brasil";"PL";"Maringá";"28";"130";"0";"63.6% (PLA)";"63.6% (PLA)";"2000012668"
"Guilherme Mariano";"Brasil";"Def C";"Ferroviário (CE)";"24";"240";"750";"59.2% (DC)";"65.8% (DC)";"2000035278"
"Guilherme Marques";"Brasil";"Def/Ala D";"Botafogo (SP)";"20";"50";"0";"53.6% (DL)";"60.5% (DL)";"2000161457"
"Guilherme Martins";"Brasil";"MA C";"Ceilândia";"26";"420";"0";"64.3% (MA)";"66.9% (MA)";"19279510"
"Guilherme Matheus";"Brasil";"Def C";"Jarun";"22";"1.100";"4.760";"64.4% (DC)";"70.5% (DC)";"2000110761"
"Guilherme Matos";"Brasil";"Def C";"Dibba Al-Hisn";"23";"12.920";"222.780";"62.1% (DC)";"65.2% (DC)";"19388622"
"Guilherme Medina";"Brasil";"GR";"São Luiz";"26";"160";"0";"69.3% (GR)";"75.9% (GR)";"19371878"
"Guilherme Meira";"Brasil";"MA EC";"Feirense";"19";"220";"54.540";"67.4% (Pnt)";"79.0% (Pnt)";"2000185061"
"Guilherme Mendes";"Brasil";"MD";"União ABC";"22";"240";"0";"52.6% (MD)";"58.4% (MD)";"2000050302"
"Guilherme Mendes";"Brasil";"GR";"Brasiliense";"21";"180";"0";"55.8% (GR)";"64.0% (GR)";"2000165051"
"Guilherme Morassi";"Brasil";"Def/Ala E";"Iguaçu";"29";"80";"0";"61.4% (DL)";"61.9% (DL)";"19190659"
"Guilherme Moura";"Brasil";"Def EC";"Amazonas";"19";"340";"300";"60.5% (DC)";"68.3% (DC)";"2000235678"
"Guilherme Neto";"Brasil";"Def C";"Desportivo Lunda Sul";"31";"150";"127.204.730";"64.2% (DC)";"65.5% (DC)";"2000063460"
"Guilherme Nunes";"Brasil";"MD";"Floresta (CE)";"26";"920";"33.440";"66.8% (MD)";"71.2% (MD)";"19273511"
"Guilherme Olavo";"Brasil";"Def C";"Moto Club";"26";"90";"0";"60.9% (DC)";"61.9% (DC)";"19259020"
"Guilherme Oliveira";"Brasil";"GR";"Operário (PR)";"20";"210";"218.570";"66.8% (GR)";"70.1% (GR)";"2000095326"
"Guilherme Paixão";"Brasil";"Def C";"Boa";"22";"50";"0";"54.2% (DC)";"60.3% (DC)";"2000206022"
"Guilherme Paraíba";"Brasil";"Def C";"América (RN)";"30";"220";"860";"62.1% (DC)";"66.5% (DC)";"19338677"
"Guilherme Paraná";"Brasil";"MD";"Rio Maior SC";"28";"0";"0";"57.9% (MD)";"60.8% (MD)";"2000041341"
"Guilherme Parede";"Brasil";"MA DC, Av C";"Antlers";"29";"2.810";"928.760";"70.9% (Pnt)";"73.0% (Pnt)";"19233492"
"Guilherme Pato";"Brasil";"MA DE, PL";"América (MG)";"23";"830";"94.660";"65.5% (Pnt)";"80.6% (Pnt)";"19364343"
"Guilherme Paz";"Brasil";"MD";"Taguatinga";"19";"190";"0";"59.8% (M)";"64.8% (M)";"2000205683"
"Guilherme Pellegrin ";"Brasil";"Def/Ala D";"Corinthians";"18";"50";"0";"46.8% (DL)";"76.3% (DL)";"2002052906"
"Guilherme Piracicaba";"Brasil";"PL";"Concórdia";"24";"290";"1.640";"67.5% (PLR)";"75.1% (PLR)";"19381834"
"Guilherme Pires";"Brasil";"MA DE";"Uberlândia";"22";"80";"0";"61.9% (Pnt)";"70.8% (Pnt)";"2000198543"
"Guilherme Pitty";"Brasil";"MA C";"Olaria";"33";"90";"0";"62.3% (MA)";"62.3% (MA)";"19219109"
"Guilherme Pombo";"Brasil";"PL";"Marcílio Dias";"22";"50";"0";"59.9% (PLR)";"64.2% (PLR)";"2002089592"
"Guilherme Portuga";"Brasil";"MA DEC, Av C";"Portuguesa";"26";"410";"620";"63.8% (PLR)";"65.8% (PLR)";"19390628"
"Guilherme Prates";"Brasil";"Def C, MD";"São Caetano";"22";"50";"0";"59.1% (DC)";"65.5% (DC)";"2000208739"
"Guilherme Queiróz";"Brasil";"MA EC, Av C";"-";"34";"0";"0";"64.2% (PLR)";"64.2% (PLR)";"19172097"
"Guilherme Quichini";"Brasil / Portugal";"Def C";"Alba";"30";"0";"0";"65.0% (DC)";"66.3% (DC)";"83152922"
"Guilherme Radeche";"Brasil";"Def/Ala D";"Noroeste";"25";"50";"0";"59.4% (DL)";"62.8% (DL)";"19394339"
"Guilherme Rech";"Brasil / Itália";"PL";"Dorense";"24";"540";"0";"66.5% (PLR)";"70.6% (PLR)";"2000048743"
"Guilherme Rend";"Brasil";"MD";"Itabuna";"26";"1.090";"30.620";"69.6% (MD)";"74.0% (MD)";"19352183"
"Guilherme Rink";"Alemanha / Brasil";"MA DC";"-";"23";"0";"0";"51.3% (Pnt)";"60.9% (Pnt)";"19380084"
"Guilherme Rocha";"Brasil";"MA E";"Comércio Indústria";"27";"0";"0";"64.9% (Pnt)";"69.0% (Pnt)";"2000008813"
"Guilherme Romão";"Brasil";"Def/Ala E";"Atlético Goianiense";"27";"1.720";"510.310";"67.4% (DL)";"71.5% (DL)";"19317139"
"Guilherme Rosa";"Brasil";"MD";"Guarani de Palhoça";"21";"230";"0";"52.0% (M)";"55.9% (M)";"2000123115"
"Guilherme Santos";"Brasil";"Def/Ala E";"Brasiliense";"36";"1.780";"3.340";"67.2% (DL)";"67.2% (DL)";"19035148"
"Guilherme Santos";"Brasil";"MA DE, PL";"Avaí";"23";"890";"7.970";"67.1% (Pnt)";"73.3% (Pnt)";"19362778"
"Guilherme Santos";"Brasil";"GR";"Cianorte";"24";"50";"0";"68.3% (GR)";"72.6% (GR)";"19397704"
"Guilherme Santos";"Brasil";"M C";"Nacional (PR)";"23";"340";"0";"62.7% (M)";"66.9% (M)";"2000008836"
"Guilherme Silva";"Brasil";"Def DC";"Académica";"23";"5.610";"6.310";"64.3% (DC)";"67.0% (DC)";"19405780"
"Guilherme Silva";"Brasil / Portugal";"MA DEC";"Marítimo";"29";"1.520";"870";"63.6% (Pnt)";"66.6% (Pnt)";"83138473"
"Guilherme Silva";"Brasil";"Def E";"Flamengo (PI)";"23";"380";"4.730";"64.1% (DL)";"67.0% (DL)";"2000129096"
"Guilherme Silveira";"Brasil";"MA C";"Juazeirense";"25";"60";"0";"62.9% (MA)";"64.8% (MA)";"19408597"
"Guilherme Smith";"Brasil";"PL";"Union SG";"21";"1.570";"788.980";"67.5% (PLR)";"76.2% (PLR)";"2000092947"
"Guilherme Só";"Brasil / Portugal";"PL";"-";"38";"0";"0";"60.7% (PLR)";"60.7% (PLR)";"8833681"
"Guilherme Soares";"Brasil";"MD, MA C";"Bahia";"19";"50";"0";"59.2% (M)";"68.4% (M)";"2002099437"
"Guilherme Souza";"Brasil";"Def C";"Petrolina";"21";"750";"0";"59.3% (DC)";"63.2% (DC)";"2000031859"
"Guilherme Tavares";"Brasil";"Def C";"Linense (SP)";"22";"50";"0";"53.3% (DC)";"58.5% (DC)";"2000132526"
"Guilherme Teixeira";"Brasil";"Def C";"Barra (SC)";"32";"540";"510";"64.7% (DC)";"65.4% (DC)";"19135741"
"Guilherme Teixeira";"Brasil / Itália";"MA C";"-";"26";"0";"0";"63.3% (Pnt)";"66.7% (Pnt)";"19340433"
"Guilherme Vallim";"Brasil";"Def EC, MD, M EC";"Guarani de Palhoça";"22";"150";"0";"52.5% (DL)";"57.1% (DL)";"2000182983"
"Guilherme Varraschin";"Brasil";"PL";"São Paulo Crystal";"24";"410";"0";"63.6% (PLR)";"65.3% (PLR)";"2000084567"
"Guilherme Vicentini";"Brasil / Itália";"GR";"Botafogo (PB)";"24";"390";"1.360";"69.5% (GR)";"72.2% (GR)";"19408819"
"Guilherme Vieira";"Brasil";"MA DE, PL";"Ipatinga";"24";"80";"0";"60.6% (Pnt)";"65.8% (Pnt)";"19344114"
"Guilherme Vieira";"Brasil";"Def C";"CRAC";"24";"300";"0";"62.0% (DC)";"64.7% (DC)";"2000010912"
"Guilherme Willian";"Brasil";"Def/Ala D";"América (MG)";"16";"40";"173.440";"56.6% (DL)";"82.6% (DL)";"2002156919"
"Guilherme Zóio";"Brasil";"Def/Ala E";"Lagarto (SE)";"22";"50";"0";"57.3% (DL)";"66.6% (DL)";"2000159959"
"Guilherminho";"Brasil";"MA/Av C";"Iporá";"23";"200";"0";"66.6% (PLR)";"68.2% (PLR)";"19383191"
"Guillamón, Hugo";"Espanha / País Basco";"Def C, MD";"Villarreal";"24";"23.570";"69.893.810";"78.6% (MD)";"81.5% (MD)";"67258817"
"Guille";"Brasil";"PL";"-";"33";"0";"0";"64.7% (PLA)";"64.7% (PLA)";"2000031796"
"Guille Fernández";"Espanha";"MD, MA C";"Barcelona";"18";"6.670";"80.593.570";"73.2% (MA)";"90.3% (MA)";"2002055816"
"Guimarães, Dieter";"Brasil";"MA C";"Araguaia";"16";"30";"0";"45.9% (M)";"67.5% (M)";"2002159763"
"Guimarães, Eugênio";"Brasil";"Def/Ala/M E";"Grêmio Anápolis";"16";"40";"0";"47.4% (Pnt)";"68.2% (Pnt)";"2002159367"
"Guimarães, Fábio";"Brasil";"MA/Av C";"Cabofriense";"16";"30";"0";"47.5% (PLR)";"74.8% (PLR)";"2002159400"
"Guimarães, Jefferson";"Brasil";"GR";"Portuguesa Santista";"16";"30";"0";"43.2% (GR)";"66.4% (GR)";"2002159685"
"Guimarães, João";"Brasil";"GR";"Gonçalense/Petrópolis";"16";"30";"0";"45.6% (GR)";"66.4% (GR)";"2002160580"
"Guimarães, Josenildo";"Brasil";"GR";"Pequeninos do Jockey";"16";"0";"0";"44.0% (GR)";"69.1% (GR)";"2002159536"
"Guindo, Daouda";"Mali";"Def EC";"Brest";"22";"10.470";"21.905.830";"73.6% (DL)";"85.2% (DL)";"12088452"
"Guinei";"Brasil / Polônia ";"MA DC";"São Paulo";"16";"30";"951.020";"57.2% (Pnt)";"78.8% (Pnt)";"2002156606"
"Guirassy, Serhou";"França / Guiné";"MA E, PL";"Borussia Dortmund";"28";"22.290";"2.129.360";"77.9% (PLA)";"79.4% (PLA)";"85111795"
"Guisamano, Jerson";"Equador";"MD";"Santa Maria (DF)";"22";"650";"0";"62.1% (M)";"68.0% (M)";"2000016431"
"Guiser, Emerson";"Brasil";"MA E";"Conceição (PE)";"16";"0";"0";"47.6% (Pnt)";"65.0% (Pnt)";"2002129645"
"Guiser, Vinícius";"Brasil";"Def DC, MD";"Anapolina";"16";"30";"0";"41.6% (DC)";"62.6% (DC)";"2002159373"
"Gulácsi, Péter";"Hungria";"GR";"RB Leipzig";"34";"57.830";"1.619.450";"78.7% (GR)";"78.7% (GR)";"28018193"
"Gularte, Matheus";"Brasil";"Def DE, M D";"Gogó da Ema";"16";"0";"0";"41.4% (DL)";"60.2% (DL)";"2002162092"
"Güler, Arda";"Turquia";"MA C";"Real Madrid";"19";"3.680";"9.305.740";"76.0% (MA)";"87.1% (MA)";"2000077193"
"Gunawan, Roni";"Indonésia";"GR";"Arema";"16";"20";"61.510";"51.8% (GR)";"59.1% (GR)";"2002154325"
"Gündogan, Ilkay";"Alemanha / Turquia";"MD, MA C";"Galatasaray";"34";"52.940";"300.000.000";"86.9% (M)";"86.9% (M)";"91003875"
"Gunnarsson, Aron Einar";"Islândia / Catar ";"MD";"Al-Gharafa";"35";"45.070";"26.582.110";"75.0% (MD)";"75.0% (MD)";"39001034"
"Günter, Christian";"Alemanha";"Def/Ala/MA E";"SC Freiburg";"31";"45.890";"292.368.100";"75.3% (DL)";"75.7% (DL)";"91105585"
"Guo Ze";"China";"MD";"Shandong";"24";"240";"0";"41.6% (M)";"42.6% (M)";"2000227836"
"Guo, Xiang";"China";"MA EC";"WH Three Towns";"16";"60";"975.490";"52.5% (Pnt)";"68.6% (Pnt)";"2002157835"
"Gurgel, Clécio";"Brasil";"MA C";"Tupi (RS)";"16";"30";"0";"44.8% (M)";"69.3% (M)";"2002161534"
"Guruceaga, Gastón";"Uruguai / Espanha";"GR";"Juventude";"29";"550";"1.600";"70.4% (GR)";"73.9% (GR)";"78062325"
"Gusmão Júnior, Mateus";"Brasil";"Def C";"Afogados";"16";"40";"0";"46.7% (DC)";"64.2% (DC)";"2002160027"
"Gusmão Neto, Durcésio";"Brasil";"GR";"Naviraiense";"16";"30";"0";"44.7% (GR)";"68.8% (GR)";"2002161154"
"Gusmão Neto, Evaldo";"Brasil";"MA DC, Av C";"Santana (AP)";"16";"30";"0";"48.1% (Pnt)";"74.1% (Pnt)";"2002161760"
"Gusso";"Brasil";"Def/Ala D";"Pelotas";"22";"60";"0";"59.7% (DL)";"61.2% (DL)";"2000152179"
"Gustavinho";"Brasil";"MA DE, PL";"Navy FC";"31";"2.310";"7.940";"63.1% (Pnt)";"64.6% (Pnt)";"19215560"
"Gustavinho";"Brasil";"MA DC";"América (MG)";"23";"1.720";"53.150";"67.6% (Pnt)";"76.7% (Pnt)";"19381794"
"Gustavinho";"Brasil";"Def/Ala E";"CSA";"24";"110";"140";"65.3% (DL)";"70.1% (DL)";"19382057"
